device,HBMBw,HBMBwLow,hbmBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAFI8OpsLow,MFMAI8OpsHigh
0,136.798,135.2906,138.3054,707.77875,675.35052,740.20697,935.32245,933.23566,937.40924,9677.0752,9671.1123,9683.0381,16317.909,16315.92,16319.898,12873.143,12869.185,12877.101,138299.88,138281.11,138318.64,134526.53,134509.05,134544.02,33774.145,33768.93,33779.359,27169.467,27165.469,27173.465,135720.08,135703.33,135736.83
